,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,seats
9602,Mahindra Bolero 2011-2019 SLX,4.0,8.77,2012,1,68000.0,0,1,1,15.96,2523.0,5
9603,Hyundai EON D Lite,2.7,0.0,2013,0,38501.0,0,4,1,21.1,814.0,5
9604,Mahindra XUV500 W11 BSIV,13.5,16.24,2018,1,50000.0,0,1,1,15.1,2179.0,5
9605,Maruti Alto 800 LXI,2.8,0.0,2018,0,32000.0,0,4,1,24.7,796.0,5
9606,Maruti Ertiga BSIV VXI,6.3,8.55,2017,1,25000.0,0,4,1,17.5,1373.0,5
9607,Renault KWID RXT Optional,2.5,3.52,2015,1,5000.0,0,4,1,25.17,799.0,5
9608,Hyundai i10 Magna 1.2 iTech SE,2.35,0.0,2013,0,52000.0,0,4,1,20.36,1197.0,5
9609,Ford Figo Petrol LXI,1.85,6.3,2011,1,36000.0,0,4,1,15.6,1196.0,5
9610,Maruti Wagon R VXI 1.2 BSIV,2.75,0.0,2012,0,53000.0,0,4,1,21.5,1197.0,5
9611,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.67,6.76,2017,1,29000.0,0,4,1,18.9,1197.0,5
9612,Toyota Etios Liva GD,3.25,0.0,2014,0,82000.0,0,1,1,23.59,1364.0,5
9613,Hyundai Creta 1.6 CRDi SX,9.75,11.5,2016,1,60000.0,0,1,1,19.67,1582.0,5
9614,Audi Q3 2.0 TDI,10.5,0.0,2013,1,177000.0,0,1,0,15.73,1968.0,5
9615,Nissan Micra Diesel XV,2.5,0.0,2012,1,120000.0,0,1,1,23.08,1461.0,5
9616,Hyundai Grand i10 1.2 Kappa Magna BSIV,5.8,7.01,2018,0,21000.0,0,4,1,18.9,1197.0,5
9617,Volkswagen Polo Diesel Comfortline 1.2L,3.65,0.0,2014,0,71377.0,0,1,1,22.07,1199.0,5
9618,Honda City i-DTEC VX,10.5,13.91,2019,0,21000.0,0,1,1,25.6,1498.0,5
9619,Hyundai i20 Sportz Plus CVT,7.3,7.7,2020,1,5000.0,0,4,0,17.4,1197.0,5
9620,Maruti Alto 800 LXI,2.89,3.35,2016,1,15000.0,0,4,1,24.7,796.0,5
9622,Maruti Wagon R VXI,3.3,5.17,2015,0,37564.0,0,4,1,18.9,998.0,5
9623,Maruti Alto 800 LXI,2.5,3.35,2015,1,50000.0,0,4,1,22.74,796.0,5
9624,Audi Q3 35 TDI Quattro Premium,22.0,0.0,2015,1,90000.0,0,1,0,15.73,1968.0,5
9625,Honda WR-V i-VTEC S,8.25,9.93,2017,0,34250.0,0,4,1,17.5,1199.0,5
9626,Tata Tiago 1.05 Revotorq XM,3.2,0.0,2016,1,29200.0,0,1,1,27.28,1047.0,5
9627,Honda City 1.5 V MT,7.4,0.0,2017,0,44316.0,0,4,1,17.0,1497.0,5
9628,Toyota Innova 2.5 G4 Diesel 8-seater,6.95,0.0,2008,0,90000.0,0,1,1,12.8,2494.0,5
9629,Honda Mobilio S i DTEC,6.0,0.0,2015,1,40000.0,0,1,1,24.2,1498.0,5
9630,Hyundai i20 2015-2017 Sportz Option 1.2,5.95,0.0,2017,0,39000.0,0,4,1,18.6,1197.0,5
9631,Maruti Swift Dzire Vdi BSIV,4.5,0.0,2012,1,120000.0,0,1,1,19.3,1248.0,5
9632,Maruti Swift VDI,4.51,0.0,2016,0,55000.0,0,1,1,22.9,1248.0,5
9633,Toyota Corolla Altis G,2.85,0.0,2010,1,50000.0,0,4,1,14.53,1798.0,5
9634,Toyota Etios Liva VX,3.6,0.0,2015,1,100000.0,0,4,1,17.71,1197.0,5
9635,Hyundai EON Era Plus,1.95,0.0,2014,1,50000.0,0,4,1,21.1,814.0,5
9636,Maruti Wagon R Stingray AMT VXI Optional,3.3,0.0,2015,1,30000.0,0,4,0,20.51,998.0,5
9637,Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BE BSIV,8.75,0.0,2019,0,15000.0,0,1,1,22.77,1498.0,5
9638,Maruti Alto LXi,1.5,0.0,2011,1,30000.0,0,4,1,19.7,796.0,5
9639,Maruti Ritz VDi,2.2,0.0,2012,1,160000.0,0,1,1,23.2,1248.0,5
9640,BMW 3 Series 320i,7.5,47.39,2009,1,15000.0,0,4,0,12.05,1995.0,5
9643,Maruti Ignis 1.2 Sigma BSIV,4.2,5.68,2017,1,8000.0,0,4,1,20.89,1197.0,5
9644,Honda Amaze VX i-DTEC,4.15,8.66,2015,0,66000.0,0,1,1,25.8,1498.0,5
9645,Maruti Swift Dzire VDI,5.8,0.0,2017,1,33800.0,0,1,1,28.4,1248.0,5
9646,Maruti Alto K10 VXI,2.6,0.0,2015,0,38000.0,0,4,1,23.95,998.0,5
9647,Renault KWID 1.0 RXT Optional,2.55,0.0,2016,1,40000.0,0,4,1,23.01,999.0,5
9648,Hyundai Xcent 1.2 VTVT E,3.3,0.0,2017,1,110000.0,0,4,1,20.14,1197.0,5
9649,Maruti Wagon R VXI,3.2,5.17,2015,1,32000.0,0,4,1,20.51,998.0,5
9650,Hyundai i20 1.2 Asta Option,6.45,7.57,2018,1,25000.0,0,4,1,18.6,1197.0,5
9652,Maruti Omni 8 Seater BSIV,1.6,0.0,2009,0,13500.0,0,4,1,14.0,796.0,5
9653,Tata Tiago 1.2 Revotron XE,3.0,5.86,2016,1,35000.0,0,4,1,23.84,1199.0,5
9654,Maruti Swift VXI,3.2,6.13,2012,1,40000.0,0,4,1,18.6,1197.0,5
9655,Maruti Alto 800 VXI,2.7,3.35,2015,0,36668.0,0,4,1,22.74,796.0,5
9656,Tata Tiago 1.05 Revotorq XZ,4.0,0.0,2016,1,60000.0,0,1,1,27.28,1047.0,5
9657,Hyundai EON Magna Plus,2.49,0.0,2014,0,34000.0,0,4,1,21.1,814.0,5
9658,Maruti Swift VDI,3.6,0.0,2013,1,60000.0,0,1,1,22.9,1248.0,5
9659,Honda Amaze VX i-DTEC,4.5,8.69,2017,1,70000.0,0,1,1,25.8,1498.0,5
9660,Nissan Micra XV CVT,3.9,0.0,2013,0,145000.0,0,4,0,19.34,1198.0,5
9661,Mahindra KUV 100 mFALCON D75 K8,7.0,0.0,2016,1,35000.0,0,1,1,25.32,1198.0,5
9662,Toyota Fortuner 2016-2021 2.8 4WD MT BSIV,29.5,37.47,2017,1,19000.0,0,1,1,14.24,2755.0,5
9663,Maruti Swift Dzire VXI,4.0,6.63,2012,1,50000.0,0,4,1,20.85,1197.0,5
9664,Maruti Swift DDiS VDI,4.75,0.0,2015,1,50000.0,0,1,1,28.4,1248.0,5
9665,Renault Duster Petrol RxE,4.5,10.48,2015,1,25000.0,0,4,1,13.24,1598.0,5
9666,Maruti Baleno Delta 1.2,5.4,6.69,2018,1,35000.0,0,4,1,21.4,1197.0,5
9667,Hyundai i20 Magna 1.2,4.25,7.7,2015,1,80000.0,0,4,1,18.6,1197.0,5
9668,Maruti Baleno Alpha 1.3,7.25,0.0,2016,1,50000.0,0,1,1,27.39,1248.0,5
9669,Maruti Ignis 1.2 Delta BSIV,5.2,5.57,2018,1,20000.0,0,4,1,20.89,1197.0,5
9670,Maruti Swift Dzire LDI,4.49,0.0,2015,0,52000.0,0,1,1,26.59,1248.0,5
9671,Maruti Celerio VXI,3.5,5.03,2014,1,35000.0,0,4,1,23.1,998.0,5
9672,Hyundai Creta 1.4 CRDi Base,8.5,11.93,2017,1,70000.0,0,1,1,21.38,1396.0,5
9673,Maruti Alto 800 LXI,2.35,0.0,2016,1,20000.0,0,4,1,22.74,796.0,5
9674,Maruti Vitara Brezza VDi,7.4,0.0,2017,1,15000.0,0,1,1,24.3,1248.0,5
9675,Hyundai Verna 1.6 SX VTVT,5.5,10.1,2014,1,35000.0,0,4,1,17.01,1591.0,5
9676,Maruti Ritz VXI,2.9,0.0,2010,0,42851.0,0,4,1,21.1,1197.0,5
9677,Ford Figo Diesel ZXI,4.5,8.75,2015,0,61879.0,0,1,1,20.0,1399.0,5
9678,Honda City i VTEC V,6.49,12.26,2017,0,40000.0,0,4,1,17.8,1497.0,5
9679,Datsun GO Plus D Petrol,3.1,4.78,2016,1,50000.0,0,4,1,19.02,1198.0,5
9680,Renault Duster 85PS Diesel RxZ,5.95,0.0,2016,1,130000.0,0,1,1,19.87,1461.0,5
9682,Mahindra XUV500 W8 4WD,7.49,0.0,2013,1,55000.0,0,1,1,15.1,2179.0,5
9683,Hyundai Verna CRDi 1.6 SX Option,9.0,0.0,2018,1,110000.0,0,1,1,22.0,1582.0,5
9685,Hyundai i20 Sportz Plus,6.9,7.7,2020,1,7120.0,0,4,1,18.6,1197.0,5
9686,Mahindra Bolero 2011-2019 SLE,6.95,8.85,2018,1,33500.0,0,1,1,15.96,2523.0,5
9687,Maruti Swift VXI,6.11,6.37,2019,1,12500.0,0,4,1,21.21,1197.0,5
9688,Renault Duster 85PS Diesel RxL,6.85,0.0,2015,0,38000.0,0,1,1,19.87,1461.0,5
9689,Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,5.5,9.95,2015,0,102693.0,0,1,1,23.0,1498.0,5
9690,Maruti Wagon R LXI DUO BSIII,1.75,0.0,2008,0,84915.0,0,3,1,17.3,1061.0,5
9691,Maruti Wagon R VXI,3.65,5.26,2016,0,32000.0,0,4,1,21.79,998.0,5
9692,Chevrolet Sail 1.3 LS,3.6,0.0,2015,1,90000.0,0,1,1,22.1,1248.0,5
9693,Maruti Ignis 1.2 AMT Alpha BSIV,5.5,5.48,2018,0,11000.0,0,4,0,20.89,1197.0,5
9694,Toyota Corolla Altis G AT,11.45,0.0,2015,0,45000.0,0,4,0,14.28,1798.0,5
9695,MG Hector Sharp Diesel MT,20.0,17.4,2020,0,1001.0,0,1,1,17.41,1956.0,5
9696,Maruti Alto 800 VXI,2.1,3.35,2015,1,50000.0,0,4,1,22.74,796.0,5
9698,Hyundai i10 Sportz 1.1L LPG,2.59,0.0,2014,0,36976.0,0,3,1,19.2,1086.0,5
9699,Hyundai Verna 1.6 SX,4.5,13.13,2012,0,92570.0,0,1,1,22.32,1582.0,5
9700,Hyundai EON D Lite,2.65,0.0,2017,1,20000.0,0,4,1,21.1,814.0,5
9701,Mahindra Scorpio S8 7 Seater,8.9,0.0,2016,1,57000.0,0,1,1,15.4,2179.0,5
9702,Tata Harrier XZ BSIV,17.0,16.3,2019,1,20000.0,0,1,1,17.0,1956.0,5
9703,Tata Indica DLE BSII,35.0,0.0,2007,1,100000.0,0,1,1,17.2,1396.0,5
9704,Maruti Ritz VDi,3.6,0.0,2011,0,54000.0,0,1,1,23.2,1248.0,5
9705,Skoda Fabia 1.2L Diesel Classic,3.1,0.0,2011,0,126575.0,0,1,1,19.5,1199.0,5
9706,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT BSIV,9.7,0.0,2018,0,24000.0,0,4,0,14.8,1497.0,5
9707,Hyundai i20 Active SX Petrol,6.5,0.0,2017,1,87000.0,0,4,1,17.19,1197.0,5
9708,Honda City i-DTEC ZX,9.9,14.4,2017,1,40000.0,0,1,1,25.6,1498.0,5
9709,Honda CR V 2.4L 4WD AT AVN,8.9,31.54,2013,0,55000.0,0,4,0,12.0,2354.0,5
9710,Honda City i DTEC VX,5.0,14.4,2014,1,120000.0,0,1,1,25.1,1498.0,5
9711,Mahindra XUV500 W6 2WD,11.5,16.24,2016,1,40000.0,0,1,1,16.0,2179.0,5
9712,Honda Amaze S i-VTEC,5.95,0.0,2019,0,35000.0,0,4,1,17.8,1198.0,5
9713,BMW 3 Series 320d Highline,7.5,50.61,2010,0,63000.0,0,1,0,16.07,1995.0,5
9714,Ford Freestyle Titanium Diesel BSIV,6.5,9.39,2018,1,42000.0,0,1,1,24.4,1498.0,5
9715,Tata Tiago 1.2 Revotron XZ,4.1,5.86,2017,1,9000.0,0,4,1,23.84,1199.0,5
9716,Maruti Vitara Brezza LDi Option,6.0,0.0,2017,1,80000.0,0,1,1,24.3,1248.0,5
9717,Hyundai i20 1.4 Asta Dual Tone,6.0,9.1,2017,1,47000.0,0,1,1,22.54,1396.0,5
9718,Hyundai i20 Active 1.4 S,6.5,0.0,2017,1,65000.0,0,1,1,21.19,1396.0,5
9719,BMW X1 sDrive20d,10.0,48.77,2011,1,70000.0,0,1,0,17.05,1995.0,5
9720,Hyundai Verna 1.6 SX CRDi (O),4.3,11.99,2013,0,41000.0,0,1,1,22.32,1582.0,5
9721,Toyota Fortuner 2016-2021 2.8 2WD MT,25.5,0.0,2017,0,29000.0,0,1,1,14.24,2755.0,5
9722,Maruti Swift Dzire VXI,5.6,6.88,2015,0,32900.0,0,4,1,20.85,1197.0,5
9723,Tata Vista TDI LX,2.0,0.0,2013,1,72000.0,0,1,1,19.1,1405.0,5
9724,Datsun RediGO 1.0 S,2.45,3.3,2017,0,20260.0,0,4,1,22.5,999.0,5
9725,Volkswagen Polo 2015-2019 ALLSTAR 1.2 MPI,6.25,0.0,2017,0,22815.0,0,4,1,16.47,1198.0,5
9726,Volkswagen Polo Petrol Trendline 1.2L,2.3,6.58,2013,1,123000.0,0,4,1,16.47,1198.0,5
9727,Hyundai i10 Era,2.3,0.0,2011,0,40258.0,0,4,1,19.81,1086.0,5
9728,Tata Tiago 2019-2020 XZ Opt,5.0,5.53,2019,1,16000.0,0,4,1,23.84,1199.0,5
9729,Mahindra XUV500 2011-2015 W8 FWD,7.5,16.52,2015,1,65000.0,0,1,1,15.1,2179.0,5
9730,Maruti Ritz LDi,3.2,0.0,2016,1,91000.0,0,1,1,23.2,1248.0,5
9731,Toyota Innova Crysta 2016-2020 2.4 VX MT 8 STR,17.25,19.33,2017,0,33000.0,0,1,1,13.68,2393.0,5
9732,Datsun GO Plus T Option BSIV,4.5,4.78,2016,1,11650.0,0,4,1,19.44,1198.0,5
9733,Volkswagen Vento Diesel Highline,3.1,0.0,2011,1,100000.0,0,1,1,20.54,1598.0,5
9735,Renault Scala Diesel RxZ,4.0,0.0,2013,1,50000.0,0,1,1,21.64,1461.0,5
9736,Maruti Swift VXI,6.2,6.24,2020,1,5000.0,0,4,1,21.21,1197.0,5
9737,Hyundai Xcent 1.2 Kappa S Option,3.2,0.0,2016,0,32000.0,0,4,1,19.1,1197.0,5
9739,Hyundai Santa Fe 2WD AT,13.5,0.0,2014,0,47000.0,0,1,0,13.01,2199.0,5
9740,Mahindra TUV 300 T8,6.2,0.0,2016,1,75000.0,0,1,1,18.49,1493.0,5
9741,Maruti Swift VDI BSIV,4.5,0.0,2015,0,50000.0,0,1,1,25.2,1248.0,5
9742,Hyundai Creta 1.6 CRDi AT SX Plus,6.95,11.5,2015,0,64000.0,0,1,0,17.01,1582.0,5
9743,Maruti Swift Dzire ZXI Plus,6.5,6.81,2017,1,19000.0,0,4,1,21.21,1197.0,5
9744,Honda City i VTEC SV,6.4,13.18,2015,0,74995.0,0,4,1,17.4,1497.0,5
9745,Mahindra Scorpio S8 7 Seater,9.75,15.07,2015,0,65859.0,0,1,1,15.4,2179.0,5
9747,Maruti Wagon R VXI,3.0,5.26,2013,1,75000.0,0,4,1,20.51,998.0,5
9748,Honda Brio V MT,3.9,0.0,2013,0,36200.0,0,4,1,19.4,1198.0,5
9749,Hyundai EON D Lite,1.9,0.0,2013,0,52000.0,0,4,1,21.1,814.0,5
9750,Hyundai Verna Transform SX VGT CRDi AT,1.99,0.0,2010,0,50000.0,0,1,0,16.2,1493.0,5
9751,Ford Ecosport 2015-2021 1.5 Diesel Ambiente BSIV,4.5,9.95,2015,0,55000.0,0,1,1,23.0,1498.0,5
9752,Maruti Swift Dzire VDI,5.5,0.0,2016,1,80000.0,0,1,1,26.59,1248.0,5
9753,Honda Jazz 1.2 V AT i VTEC,6.25,8.44,2017,1,20000.0,0,4,0,19.0,1199.0,5
9754,Hyundai i20 Active SX Petrol,5.65,0.0,2017,0,48000.0,0,4,1,17.19,1197.0,5
9755,Hyundai Grand i10 Asta,3.8,6.76,2014,0,52117.0,0,4,1,18.9,1197.0,5
9756,Mahindra TUV 300 T10,8.0,0.0,2018,1,70000.0,0,1,1,18.49,1493.0,5
9757,Hyundai EON Sportz,2.99,0.0,2017,0,14600.0,0,4,1,21.1,814.0,5
9758,Nissan Terrano XL Plus 85 PS,5.0,0.0,2014,1,195000.0,0,1,1,20.45,1461.0,5
9759,Ford Figo Diesel Celebration Edition,2.0,8.75,2013,1,57617.0,0,1,1,20.0,1399.0,5
9760,Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,28.5,37.47,2019,0,590000.0,0,1,1,14.24,2755.0,5
9762,Hyundai Creta 1.6 CRDi AT SX Plus,11.0,0.0,2016,1,21000.0,0,1,0,17.01,1582.0,5
9763,Nissan Micra XV CVT,3.5,0.0,2014,1,40000.0,0,4,0,19.34,1198.0,5
9764,Maruti Wagon R VXI BSIII,1.3,5.27,2007,1,53000.0,0,4,1,18.9,998.0,5
9765,Hyundai Xcent 1.2 VTVT S,5.25,0.0,2018,0,14000.0,0,4,1,20.14,1197.0,5
9766,Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,26.0,37.47,2018,1,70000.0,0,1,1,14.24,2755.0,5
9767,Ford Ecosport 2015-2021 1.5 Diesel Ambiente,5.25,9.95,2015,0,36490.0,0,1,1,21.7,1498.0,5
9770,Nissan Terrano XV D Premium AMT,9.0,0.0,2017,1,5400.0,0,1,0,19.61,1461.0,5
9771,Hyundai Grand i10 Sportz,4.25,6.76,2016,1,15000.0,0,4,1,18.9,1197.0,5
9772,Maruti Vitara Brezza ZDi,8.5,0.0,2019,1,30000.0,0,1,1,24.3,1248.0,5
9773,Maruti Celerio ZXI Optional,4.7,5.23,2018,0,72000.0,0,4,1,21.63,998.0,5
9774,Datsun GO Plus Style,2.85,4.95,2016,0,58000.0,0,4,1,20.62,1198.0,5
9775,Maruti Swift Dzire VDI,3.8,0.0,2014,1,120000.0,0,1,1,23.4,1248.0,5
9776,Honda City i VTEC S,5.25,12.69,2014,0,45000.0,0,4,1,17.8,1497.0,5
9777,Mahindra Thar CRDe,9.0,14.26,2018,1,20000.0,0,1,1,16.55,2498.0,5
9778,Hyundai i10 Magna 1.1L,2.5,0.0,2014,1,63000.0,0,4,1,19.81,1086.0,5
9779,Hyundai Creta 1.6 SX Option Executive,13.5,11.38,2018,1,17000.0,0,4,1,15.8,1591.0,5
9780,Honda City i-DTEC VX,10.45,13.91,2017,1,15000.0,0,1,1,25.6,1498.0,5
9781,Mahindra XUV500 W8 2WD,5.25,16.52,2012,1,135000.0,0,1,1,15.1,2179.0,5
9782,Maruti Omni 8 Seater BSII,1.5,0.0,2004,1,200000.0,0,4,1,19.7,796.0,5
9783,Maruti Swift Ldi BSIV,4.7,0.0,2014,0,75000.0,0,1,1,17.8,1248.0,5
9784,Maruti Swift Dzire VXI 1.2,6.5,6.74,2017,1,25000.0,0,4,1,21.21,1197.0,5
9785,Maruti Omni E MPI STD BS IV,2.2,0.0,2017,1,50000.0,0,4,1,16.8,796.0,5
9786,Maruti Swift Dzire VDI,4.95,0.0,2015,1,60000.0,0,1,1,26.59,1248.0,5
9787,Honda WR-V i-VTEC VX,9.24,9.61,2020,1,5000.0,0,4,1,17.5,1199.0,5
9788,Maruti Alto 800 2016-2019 Tour H,2.3,3.35,2018,1,55000.0,0,4,1,24.7,796.0,5
9789,Mahindra XUV500 W10 2WD,11.25,0.0,2017,0,48900.0,0,1,1,16.0,2179.0,5
9790,Tata Zest Quadrajet 1.3 75PS XM,3.5,0.0,2017,1,90000.0,0,1,1,22.95,1248.0,5
9792,Maruti Celerio X AMT VXI BSIV,4.8,0.0,2017,0,33000.0,0,4,0,21.63,998.0,5
9793,Mahindra TUV 300 T10,8.65,0.0,2017,0,18000.0,0,1,1,18.49,1493.0,5
9794,Maruti Alto K10 LXI,2.4,0.0,2015,1,60000.0,0,4,1,23.95,998.0,5
9795,Honda Amaze EX i-Vtech,3.5,7.06,2015,1,80000.0,0,4,1,18.0,1198.0,5
9796,Volkswagen Ameo 1.5 TDI Highline Plus 16,4.25,0.0,2017,0,37250.0,0,1,1,21.66,1498.0,5
9797,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,5.95,9.95,2015,0,45000.0,0,1,1,22.77,1498.0,5
9798,Maruti Baleno Zeta 1.2,5.75,0.0,2017,0,36000.0,0,4,1,21.4,1197.0,5
9799,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2.7,0.0,2013,1,30000.0,0,1,1,18.0,1248.0,5
9800,Maruti Wagon R VXI,4.18,5.27,2018,1,15000.0,0,4,1,20.51,998.0,5
9801,Datsun RediGO T Option,2.5,3.27,2018,1,25000.0,0,4,1,22.7,799.0,5
9802,Hyundai Elantra Facelift,17.0,21.66,2018,0,19000.0,0,1,1,22.7,1582.0,5
9803,Hyundai Grand i10 Sportz,3.95,6.76,2016,0,23300.0,0,4,1,18.9,1197.0,5
9804,Mahindra XUV500 AT W10 FWD,12.25,17.5,2017,1,90000.0,0,1,0,16.0,2179.0,5
9805,Maruti 800 Std,40.0,0.0,1999,1,105000.0,0,4,1,16.1,796.0,5
9806,Hyundai i10 Sportz 1.2,2.29,0.0,2012,0,42000.0,0,4,1,20.36,1197.0,5
9808,Audi A3 35 TDI Premium Plus,26.8,0.0,2019,0,11000.0,0,1,0,20.38,1968.0,5
9809,Skoda Superb Elegance 1.8 TSI AT,3.69,35.66,2010,0,39256.0,0,4,0,13.7,1798.0,5
9810,Hyundai Verna 1.6 VTVT,5.3,10.27,2013,1,50000.0,0,4,1,17.01,1591.0,5
9811,Hyundai Grand i10 Asta,3.99,6.76,2015,0,45000.0,0,4,1,18.9,1197.0,5
9812,Chevrolet Beat PS,2.0,0.0,2011,1,35000.0,0,4,1,18.6,1199.0,5
9813,Hyundai i20 Active 1.2 S,6.5,0.0,2018,0,41000.0,0,4,1,17.19,1197.0,5
9814,Maruti Wagon R VXI,3.2,0.0,2015,0,28207.0,0,4,1,21.79,998.0,5
9815,Hyundai EON D Lite Plus,2.2,0.0,2013,1,17000.0,0,4,1,21.1,814.0,5
9816,Maruti Swift Dzire VDi,4.1,0.0,2012,1,80000.0,0,1,1,19.3,1248.0,5
9817,Honda Amaze S Petrol,6.8,7.12,2019,1,7917.0,0,4,1,18.6,1199.0,5
9818,Maruti Omni 8 Seater BSIV,2.9,0.0,2019,0,6000.0,0,4,1,14.0,796.0,5
9819,Maruti Swift VXI,5.52,6.24,2018,1,30000.0,0,4,1,21.21,1197.0,5
9820,Maruti Wagon R VXI,4.25,0.0,2016,0,29836.0,0,4,1,20.51,998.0,5
9821,Maruti Eeco 5 Seater AC BSIV,4.65,4.64,2020,0,5512.0,0,4,1,15.37,1196.0,5
9822,Maruti Vitara Brezza ZDi Plus Dual Tone,9.0,0.0,2017,1,26426.0,0,1,1,24.3,1248.0,5
9823,Hyundai Santro Sportz BSIV,4.75,5.33,2019,1,20000.0,0,4,1,20.3,1086.0,5
9825,Tata Nexon 1.5 Revotorq XZ Plus,8.5,9.54,2018,1,15000.0,0,1,1,21.5,1497.0,5
9826,Honda Brio S MT,2.3,0.0,2012,0,48000.0,0,4,1,19.4,1198.0,5
9827,Mahindra XUV500 W11 Option,18.0,16.21,2020,1,10000.0,0,1,1,15.1,2179.0,5
9828,Hyundai Grand i10 Sportz,4.1,6.84,2016,1,70000.0,0,4,1,18.9,1197.0,5
9829,Mahindra KUV100 NXT G80 K2,4.5,6.68,2018,1,15000.0,0,4,1,18.15,1198.0,5
9830,Maruti Wagon R VXI,2.5,5.36,2010,0,80566.0,0,4,1,18.9,998.0,5
9831,Maruti Celerio VXI,3.5,5.12,2017,1,20500.0,0,4,1,23.1,998.0,5
9832,Ford Ecosport 2015-2021 1.5 Diesel Trend Plus BSIV,6.1,9.92,2016,0,59000.0,0,1,1,23.0,1498.0,5
9833,Hyundai Verna 1.6 SX CRDI (O) AT,3.5,12.41,2013,0,136700.0,0,1,0,22.32,1582.0,5
9834,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,4.0,14.85,2011,1,120000.0,0,1,1,11.57,2179.0,5
9835,Mahindra XUV500 W8 AWD,8.0,16.21,2013,1,70000.0,0,1,1,15.1,2179.0,5
9836,Maruti Swift AMT ZXI Plus,6.25,6.13,2018,0,39001.0,0,4,0,21.21,1197.0,5
9837,Chevrolet Enjoy TCDi LT 7 Seater,3.84,0.0,2014,1,70000.0,0,1,1,18.2,1248.0,5
9838,Maruti Baleno Zeta 1.3,7.0,0.0,2019,1,50000.0,0,1,1,27.39,1248.0,5
9839,Hyundai Creta 1.4 CRDi S,7.09,11.5,2016,0,37895.0,0,1,1,21.38,1396.0,5
9840,Maruti Swift Dzire ZDI Plus,8.5,0.0,2017,0,56494.0,0,1,1,28.4,1248.0,5
9841,Maruti Ritz VDi,2.1,0.0,2011,1,90000.0,0,1,1,21.1,1248.0,5
9842,Maruti Swift Dzire VDI,7.5,0.0,2018,1,65000.0,0,1,1,28.4,1248.0,5
9843,Fiat Linea Emotion,2.5,0.0,2011,1,7000.0,0,4,1,16.0,1368.0,5
9844,Hyundai EON Magna Plus,3.0,0.0,2017,1,17000.0,0,4,1,21.1,814.0,5
9845,Maruti 800 AC,41.0,0.0,2007,1,80000.0,0,4,1,16.1,796.0,5
9846,Mahindra Scorpio 1.99 S10,10.0,14.86,2017,1,120000.0,0,1,1,15.4,1997.0,5
9848,Tata Nexon 1.2 Revotron XZ Plus,7.5,7.9,2018,1,50000.0,0,4,1,17.0,1198.0,5
9849,Maruti Baleno Zeta 1.2,6.1,6.83,2017,1,30000.0,0,4,1,21.4,1197.0,5
9850,Volkswagen Vento 1.5 TDI Comfortline,4.59,0.0,2015,0,32500.0,0,1,1,20.34,1498.0,5
9851,Maruti Swift Dzire LXI,4.6,6.87,2016,1,50000.0,0,4,1,20.85,1197.0,5
9852,Toyota Etios Liva GD,4.0,0.0,2014,1,113000.0,0,1,1,23.59,1364.0,5
9853,Hyundai i20 1.4 Magna ABS,5.6,9.63,2016,0,78000.0,0,1,1,21.9,1396.0,5
9854,Honda WR-V i-DTEC VX,8.0,11.1,2018,0,20637.0,0,1,1,25.5,1498.0,5
9855,Maruti Swift VDI,5.8,0.0,2016,0,68000.0,0,1,1,28.4,1248.0,5
9856,Maruti Alto K10 VXI Airbag,3.5,0.0,2018,1,20000.0,0,4,1,23.95,998.0,5
9857,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,30.0,39.1,2018,1,60000.0,0,1,0,12.9,2755.0,5
9858,Maruti Wagon R LXI,40.0,5.17,2000,1,80000.0,0,4,1,18.9,998.0,5
9859,Mahindra Xylo D4 BSIV,4.0,0.0,2013,1,50000.0,0,1,1,14.0,2498.0,5
9860,Hyundai Grand i10 Asta,4.3,6.76,2016,1,15000.0,0,4,1,18.9,1197.0,5
9861,Tata Indigo CR4,2.2,0.0,2011,1,80000.0,0,1,1,23.57,1396.0,5
9862,Toyota Etios G,4.9,0.0,2011,0,65900.0,0,4,1,17.6,1496.0,5
9863,Honda Brio 1.2 VX MT,4.1,0.0,2017,0,60500.0,0,4,1,18.5,1198.0,5
9864,Maruti SX4 S Cross DDiS 200 Sigma,7.6,0.0,2017,0,50766.0,0,1,1,23.65,1248.0,5
9865,Volkswagen Ameo 1.5 TDI Comfortline,5.75,0.0,2016,0,50000.0,0,1,1,21.66,1498.0,5
9866,Hyundai i20 1.2 Magna Executive,5.57,7.57,2017,1,5000.0,0,4,1,18.6,1197.0,5
9867,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,3.4,0.0,2010,1,280000.0,0,1,1,12.8,2494.0,5
9868,Maruti Alto 800 LXI,3.0,3.35,2019,1,5000.0,0,4,1,24.7,796.0,5
9869,Mahindra Verito 1.5 D4 BSIV,1.3,0.0,2011,0,40000.0,0,1,1,21.0,1461.0,5
